Timestamp,linacce_x,linacce_y,linacce_z,gyro_x,gyro_y,gyro_z,X-magnetometer,Y-magnetometer,Z-magnetometer,Yaw, worldXAccel,worldYAccel,worldZAccel,worldXgyro,worldYgyro,worldZgyro,Distance
20240115 08:30:31,0.439742,0.493768,-1.274819,0.436793,0.337036,0.096639,1.520061,2.149143,-29.221527,-12.133908,-1.0472279,0.27676308,-0.69269776,0.24563724,0.3317055,-0.3865507,0.0075
20240115 08:30:31,0.756576,1.033016,-1.664646,0.402702,0.342363,0.060417,2.277763,2.209431,-29.485855,-22.86599,-1.0872428,0.41928452,-0.9578312,0.23880243,0.3194673,-0.3595458,0.0075
20240115 08:30:31,0.9734,1.389153,-2.015296,0.284448,0.326383,0.006084,2.287113,2.112564,-29.211502,-27.697744,-1.129009,0.43031216,-1.1453719,0.17867497,0.28410313,-0.255166,0.0075
20240115 08:30:31,0.806309,1.434217,-2.126423,0.09162,0.264593,-0.058902,2.119617,2.574905,-29.511292,-22.198496,-1.4738523,0.6755601,-0.9595426,0.03656586,0.22996172,-0.086018175,0.0075
20240115 08:30:31,0.526794,1.565935,-2.671857,-0.164064,0.300814,-0.106843,2.117432,1.824825,-29.864258,-11.403893,-2.3867376,1.2056854,-0.7476094,-0.08295664,0.28673825,0.15891972,0.0075
20240115 08:30:31,0.334463,1.666517,-2.439018,-0.443185,0.343428,-0.137738,2.224361,1.447426,-29.168716,-0.18087785,-2.4817994,1.8415469,-0.6727102,-0.22299708,0.34792197,0.41962045,0.0075
20240115 08:30:31,-0.01086,1.373245,-1.906301,-0.70526,0.318925,-0.196332,2.173794,2.953133,-29.267502,11.785364,-2.1613164,1.8328516,-0.45322517,-0.42256185,0.31738946,0.63299626,0.0075
20240115 08:30:31,-0.544547,0.973595,-1.21582,-0.908742,0.248612,-0.257057,2.558578,0.906528,-29.130081,17.06673,-1.5832622,1.2657417,0.06290373,-0.59849834,0.21645391,0.76292723,0.0075
20240115 08:30:31,-1.012531,0.747475,-0.459293,-1.004623,0.170842,-0.293279,2.499046,2.317211,-29.222763,19.555914,-1.0582403,0.6960086,0.6655147,-0.7026118,0.1076408,0.79466844,0.0075
20240115 08:30:31,-1.393438,0.599505,0.041271,-0.960944,0.130359,-0.295409,2.253441,2.482567,-28.834076,21.92162,-0.81226236,0.26478696,1.166916,-0.71523154,0.049627773,0.71841437,0.0075
20240115 08:30:31,-1.607691,0.370898,0.337174,-0.801142,0.127163,-0.271972,2.413391,3.059059,-28.73616,22.231672,-0.63516,-0.124782056,1.4974675,-0.64368635,0.05398743,0.5637448,0.0075
20240115 08:30:31,-1.641615,0.224681,0.318836,-0.580615,0.175103,-0.245338,2.185715,3.414452,-28.359711,23.233253,-0.61766994,-0.2708307,1.5411693,-0.53799367,0.12996168,0.37059692,0.0075
20240115 08:30:31,-1.605952,0.208692,0.17253,-0.353696,0.261396,-0.2219,2.227966,3.33136,-29.023712,23.487349,-0.6920788,-0.2168558,1.4572062,-0.4437682,0.24808112,0.17039745,0.0075
20240115 08:30:32,-1.540183,0.310279,0.010937,-0.154475,0.33384,-0.196332,2.731098,3.461979,-28.893265,23.264254,-0.8119721,-0.05074727,1.3254147,-0.36316055,0.34490943,-0.0022812411,0.0075
20240115 08:30:32,-1.474219,0.320239,-0.231541,-0.014915,0.350886,-0.168633,2.352821,3.144001,-28.340393,24.074356,-0.952569,0.08537042,1.1848824,-0.28914222,0.37841356,-0.11399839,0.0075
20240115 08:30:32,-1.270205,0.406189,-0.550872,0.067117,0.302945,-0.12815,3.146385,3.58437,-28.629166,22.74617,-1.1119943,0.36814505,0.91953236,-0.21203838,0.33497453,-0.15196708,0.0075
20240115 08:30:32,-1.058202,0.543754,-1.076272,0.096947,0.263527,-0.08447,2.722515,3.175068,-28.606674,24.718182,-1.4832629,0.8063001,0.60775197,-0.16160506,0.2840527,-0.15256883,0.0075
20240115 08:30:32,-0.808826,0.68704,-1.55332,0.087359,0.253939,-0.039726,2.837257,3.468357,-28.758652,25.014296,-1.8457978,1.234946,0.3009731,-0.13240632,0.2504618,-0.12401095,0.0075
20240115 08:30:32,-0.624052,0.830433,-1.849024,0.043679,0.267789,0.008215,3.06789,3.479271,-28.221176,24.071728,-2.1074076,1.5416327,0.096915126,-0.11306417,0.23267774,-0.06774774,0.0075
20240115 08:30:32,-0.488841,0.86515,-1.987899,-0.010653,0.275246,0.052959,2.68589,3.178768,-29.143158,23.080538,-2.2145586,1.6216996,-0.04527387,-0.084097,0.21667418,-0.0038489,0.0075
