Timestamp,linacce_x,linacce_y,linacce_z,gyro_x,gyro_y,gyro_z,X-magnetometer,Y-magnetometer,Z-magnetometer,Yaw, worldXAccel,worldYAccel,worldZAccel,worldXgyro,worldYgyro,worldZgyro,Distance
20240115 08:34:38,-0.813261,1.133868,-0.54925,-0.093747,0.314652,0.044532,18.667915,-59.342754,25.604042,-151.39374,-0.9888839,1.1537776,1.1319672,-0.045792032,0.2960804,0.12806718,0.009
20240115 08:34:38,-0.485996,1.552723,-0.685682,-0.033022,0.36792,0.103126,18.500805,-59.072308,25.584724,-153.41022,-0.96213156,1.5949167,0.90277624,0.048290253,0.3542966,0.055743605,0.009
20240115 08:34:38,-0.198354,1.886971,-0.850832,-0.008519,0.386031,0.141478,18.810314,-59.148182,25.994675,-154.64815,-0.9547273,1.9203852,0.6803277,0.11413956,0.37906337,0.01977181,0.009
20240115 08:34:38,0.027361,2.308145,-1.117063,-0.030892,0.42971,0.150001,18.589035,-59.255962,25.731567,-156.38097,-1.0266204,2.2888753,0.5143702,0.14274003,0.4323162,0.039316118,0.009
20240115 08:34:38,0.185116,2.811166,-1.328336,-0.111858,0.510676,0.143609,18.191677,-59.188313,25.455261,-156.95827,-1.1405883,2.7648072,0.43360072,0.12554975,0.51604146,0.12575373,0.009
20240115 08:34:38,0.12682,3.20721,-1.178953,-0.245027,0.575662,0.137217,18.13789,-59.758427,25.491936,-155.57033,-1.1455983,3.2251422,0.54450303,0.05509171,0.57245505,0.26680893,0.009
20240115 08:34:38,-0.011911,3.374328,-0.90334,-0.413352,0.589512,0.125498,17.679199,-59.222065,25.050446,-154.80612,-1.0593483,3.4204252,0.6953096,-0.040431798,0.5734263,0.43555078,0.009
20240115 08:34:38,-0.172675,3.4104,-0.480853,-0.60618,0.571401,0.104191,18.103447,-59.00465,25.308418,-153.96452,-0.8320315,3.432648,0.82099706,-0.16375697,0.5377181,0.6234177,0.009
20240115 08:34:38,-0.446551,3.288,0.027187,-0.783027,0.547964,0.078623,17.634377,-59.697163,25.081017,-154.47397,-0.5881128,3.224395,0.9621483,-0.3117537,0.4869763,0.7843207,0.009
20240115 08:34:38,-0.667827,2.999408,0.749798,-0.892758,0.534114,0.05625,17.764854,-59.963909,24.563835,-155.29874,-0.089990616,2.8000515,0.8575491,-0.44411558,0.4508973,0.8700818,0.009
20240115 08:34:38,-0.959249,2.632329,1.581108,-0.882105,0.517068,0.059446,17.524876,-59.877956,23.752014,-156.12343,0.39500284,2.2450962,0.6109201,-0.49987203,0.41225272,0.82975113,0.009
20240115 08:34:38,-1.153044,2.149858,2.197034,-0.734022,0.497892,0.085015,17.658695,-59.970287,24.429222,-156.75153,0.73376787,1.6210696,0.2562443,-0.43970394,0.3898096,0.66572833,0.009
20240115 08:34:38,-1.258451,1.565021,2.482294,-0.483665,0.495761,0.122302,17.631035,-59.871571,23.886627,-157.2424,0.9110012,0.9963317,-0.035049915,-0.27833766,0.4087537,0.43086508,0.009
20240115 08:34:38,-1.181926,1.021194,2.340404,-0.158734,0.526657,0.151066,17.313324,-60.274487,24.043732,-157.94043,0.93846107,0.5211215,-0.16289163,-0.05816412,0.47674358,0.16078475,0.009
20240115 08:34:38,-1.024455,0.701557,1.83478,0.175786,0.592708,0.171308,16.952595,-60.210529,24.303917,-158.00491,0.75953984,0.312534,-0.012385011,0.1526502,0.5764492,-0.10547611,0.009
20240115 08:34:38,-0.764805,0.505277,1.102324,0.455972,0.682197,0.176635,16.662167,-60.520283,24.72316,-158.25769,0.43124843,0.2852525,0.18814462,0.3027038,0.68928164,-0.3348382,0.009
20240115 08:34:38,-0.518637,0.371112,0.486963,0.644539,0.746118,0.162785,16.592636,-60.530361,25.125038,-158.24658,0.109998345,0.27189088,0.2892031,0.3738797,0.76459277,-0.49343297,0.009
20240115 08:34:38,-0.315177,0.298827,-0.007145,0.7564,0.746118,0.140413,16.630299,-59.208324,25.17308,-157.76776,-0.18394324,0.27991804,0.33478126,0.39421925,0.76780057,-0.600037,0.009
20240115 08:34:38,-0.113864,0.191701,-0.484561,0.793688,0.688589,0.119106,15.994881,-60.014149,25.487312,-158.4463,-0.50264645,0.2309152,0.324203,0.37977898,0.7085096,-0.6583775,0.009
20240115 08:34:38,0.015446,0.105912,-0.820115,0.775577,0.580989,0.105256,16.058403,-59.732792,26.005455,-158.58604,-0.7547238,0.16483289,0.29801312,0.35691467,0.5951724,-0.669985,0.009
20240115 08:34:38,0.187213,0.029261,-1.188177,0.727636,0.46167,0.111648,15.646072,-59.48888,26.655281,-160.09648,-1.0498476,0.0616402,0.21530332,0.3451295,0.46555048,-0.6643797,0.009
20240115 08:34:38,0.445292,-0.025163,-1.49305,0.661584,0.355135,0.124433,15.982479,-59.279705,27.04689,-163.19478,-1.2678255,-0.14626212,0.036125243,0.35657385,0.3466533,-0.6316674,0.009
20240115 08:34:38,0.751547,-0.133562,-1.613951,0.605121,0.264581,0.139348,15.594471,-59.308926,27.044937,-167.41803,-1.2938579,-0.4542241,-0.22824514,0.36589926,0.24960601,-0.59913516,0.009
20240115 08:34:38,1.040175,-0.274792,-1.80886,0.556115,0.209183,0.138282,16.124496,-58.893246,27.157051,-172.77339,-1.4035499,-0.94802463,-0.46845257,0.3575257,0.1854155,-0.56388736,0.009
20240115 08:34:38,1.496715,-0.441844,-2.017027,0.504978,0.228359,0.10206,15.490883,-58.757114,27.543777,-179.33046,-1.4338783,-1.5173554,-0.81170785,0.34281522,0.17401432,-0.5112268,0.009
20240115 08:34:38,1.734976,-0.61064,-2.030355,0.457038,0.283757,0.02429,15.9757,-58.624653,27.405975,179.39075,-1.3839701,-1.8070902,-0.985416,0.3061229,0.17836396,-0.44142342,0.009
20240115 08:34:38,1.824729,-0.699782,-1.80859,0.404836,0.345547,-0.074787,15.588078,-58.845753,27.684494,-179.30577,-1.1719501,-1.7199365,-1.0871965,0.23221353,0.2045174,-0.35231966,0.009
20240115 08:34:38,1.71472,-0.759708,-1.498176,0.364352,0.365789,-0.169603,15.615742,-58.944469,28.227097,-175.16182,-0.93959576,-1.4387631,-1.0830266,0.107785895,0.2359263,-0.26759115,0.009
20240115 08:34:38,1.37881,-0.664349,-1.167826,0.329196,0.342351,-0.237786,15.6516,-58.564388,28.202644,-170.36134,-0.69884026,-1.0211749,-0.9036658,-0.019610777,0.25201222,-0.19989443,0.009
20240115 08:34:38,1.056749,-0.464548,-0.884352,0.291909,0.273104,-0.261223,16.066883,-58.442005,28.466728,-166.384,-0.47303933,-0.6225447,-0.69785166,-0.096630424,0.22378495,-0.15111381,0.009
20240115 08:34:38,0.829169,-0.349458,-0.698525,0.249295,0.159111,-0.264419,15.608963,-58.28941,28.586189,-164.58728,-0.35302103,-0.41385955,-0.54761744,-0.13977452,0.13572055,-0.11820082,0.009
20240115 08:34:38,0.676082,-0.168135,-0.615526,0.20455,0.0334,-0.258027,16.14872,-58.162502,29.253128,-162.55765,-0.32439023,-0.18820696,-0.42864245,-0.16288373,0.025670897,-0.094900034,0.009
