Timestamp,linacce_x,linacce_y,linacce_z,gyro_x,gyro_y,gyro_z,X-magnetometer,Y-magnetometer,Z-magnetometer,Yaw, worldXAccel,worldYAccel,worldZAccel,worldXgyro,worldYgyro,worldZgyro,Distance
20240115 08:24:38,0.565294,0.141549,-0.437052,0.035546,-0.095274,-0.037733,1.112083,-38.156109,35.165993,177.18861,-0.16329229,0.07989474,-0.34934795,-0.02897471,-0.099572256,-0.015897876,0.006
20240115 08:24:38,0.478285,0.215018,-0.67399,0.087748,0.046418,-0.024949,0.57386,-39.050579,35.620941,176.52147,-0.427558,0.13616444,-0.20103684,0.013489587,0.040811267,-0.07340125,0.006
20240115 08:24:38,0.416724,0.119694,-0.843266,0.114382,0.199828,-0.019622,0.865059,-39.124615,35.762642,178.4204,-0.62485516,0.062475946,-0.0816406,0.034812815,0.1958086,-0.10134952,0.006
20240115 08:24:38,0.281957,0.053641,-0.818687,0.116512,0.31382,-0.023884,0.669903,-38.563557,34.92025,-179.28082,-0.6551692,0.05158422,0.04268089,0.021815132,0.31366336,-0.09783135,0.006
20240115 08:24:38,0.06909,-0.058428,-0.77358,0.097336,0.372414,-0.029211,0.741623,-37.803402,34.871346,-176.42494,-0.68462765,-0.012241013,0.22795439,-0.011395099,0.3756695,-0.0701483,0.006
20240115 08:24:38,-0.192427,-0.200731,-0.671969,0.057918,0.388394,-0.035603,0.609337,-38.478619,35.316017,-173.18202,-0.660478,-0.12140705,0.43195033,-0.06032619,0.39236256,-0.020835806,0.006
20240115 08:24:38,-0.479506,-0.324662,-0.57559,0.017435,0.378806,-0.033472,0.645195,-38.098537,35.291565,-169.5015,-0.64124095,-0.24180613,0.64655304,-0.10121927,0.37738913,0.026427343,0.006
20240115 08:24:38,-0.769767,-0.451767,-0.513189,-0.034767,0.347911,-0.018557,0.275116,-37.937725,35.277382,-167.62659,-0.6586078,-0.39520338,0.868806,-0.120014295,0.33420444,0.07108181,0.006
20240115 08:24:38,-0.939997,-0.72408,-0.464665,-0.051813,0.344715,0.003815,0.538654,-37.913036,34.87648,-165.74245,-0.6063626,-0.6876702,0.9619282,-0.119599655,0.3175772,0.08278975,0.006
20240115 08:24:38,-1.082711,-1.00094,-0.446044,-0.030506,0.373479,-0.001511,0.300591,-38.786518,35.46701,-164.62347,-0.55832916,-0.975212,1.0333359,-0.13400222,0.34390005,0.07410105,0.006
20240115 08:24:38,-1.249326,-1.068778,-0.351157,0.039807,0.410767,-0.012165,-0.145794,-37.980717,36.213791,-162.84105,-0.50822115,-1.0992012,1.1006109,-0.1366501,0.38725674,0.030001078,0.006
