Timestamp,linacce_x,linacce_y,linacce_z,gyro_x,gyro_y,gyro_z,X-magnetometer,Y-magnetometer,Z-magnetometer,Yaw, worldXAccel,worldYAccel,worldZAccel,worldXgyro,worldYgyro,worldZgyro,Distance
20240115 08:34:22,0.240356,0.538593,-0.981437,-0.352627,-0.026259,-0.032174,-33.709888,-41.084324,-2.233253,107.02826,-0.8321682,0.50604576,-0.3015373,-0.14644317,-0.02352409,0.3445453,0.009
20240115 08:34:22,0.330532,0.826802,-0.702068,-0.453835,-0.047566,-0.046023,-33.825008,-41.185726,-2.361748,107.38026,-0.50070274,0.78518575,-0.5122563,-0.20409648,-0.041449986,0.4458627,0.009
20240115 08:34:22,0.324356,1.002934,-0.428468,-0.511364,-0.077396,-0.063069,-33.958447,-41.285282,-2.758492,108.99077,-0.24835418,0.98572606,-0.599881,-0.24954471,-0.07316637,0.5098665,0.009
20240115 08:34:22,0.259879,1.187355,-0.149045,-0.519887,-0.099768,-0.079049,-33.534199,-41.067867,-2.500519,111.661736,-0.02717711,1.1851988,-0.64530563,-0.2748524,-0.098627366,0.52656174,0.009
20240115 08:34:22,0.177539,1.345246,0.067078,-0.475142,-0.12214,-0.071591,-33.859455,-40.43195,-2.545265,112.09359,0.13544384,1.3452191,-0.6707664,-0.25571227,-0.121835195,0.49154967,0.009
20240115 08:34:22,0.244293,1.40155,0.147084,-0.389914,-0.123206,-0.068395,-33.622433,-40.884212,-2.647354,111.28725,0.25562906,1.4020371,-0.75966626,-0.21848568,-0.121476404,0.41339803,0.009
20240115 08:34:22,0.256642,1.648137,-0.011883,-0.291902,-0.059285,-0.060938,-34.055645,-41.196636,-2.899216,108.97991,0.14236449,1.6430038,-0.82350814,-0.16843145,-0.057256944,0.29897976,0.009
20240115 08:34:22,0.359963,1.722716,-0.059099,-0.206674,0.03127,-0.062003,-34.029133,-40.719692,-3.198029,107.64399,0.14359824,1.7135808,-0.9341441,-0.13270335,0.032009024,0.18800204,0.009
20240115 08:34:22,0.305361,1.73885,-0.283309,-0.157668,0.136739,-0.090768,-33.835133,-40.705082,-3.197052,107.972115,-0.11298025,1.7289057,-0.8511175,-0.13840844,0.1360031,0.11010094,0.009
20240115 08:34:22,0.18897,1.729442,-0.300449,-0.150211,0.249666,-0.125924,-33.862408,-40.79826,-3.459175,111.313065,-0.27692673,1.7427117,-0.73250484,-0.182396,0.25204223,0.07021523,0.009
