Timestamp,linacce_x,linacce_y,linacce_z,gyro_x,gyro_y,gyro_z,X-magnetometer,Y-magnetometer,Z-magnetometer,Yaw, worldXAccel,worldYAccel,worldZAccel,worldXgyro,worldYgyro,worldZgyro,Distance
20240115 08:34:54,-0.486549,0.564833,-0.185478,0.03516,0.21664,0.016832,5.678646,-7.943733,-34.014145,-2.4416423,-0.42690098,0.5575358,0.38478833,0.0032520005,0.21458465,-0.022178838,0.009
20240115 08:34:54,-0.294344,0.959577,-0.07778,0.12678,0.253927,0.073296,5.944366,-7.168972,-34.062073,-5.785516,-0.25979432,0.95258534,0.2800061,0.09488988,0.25120783,-0.08041403,0.009
20240115 08:34:54,-0.156188,1.154821,-0.309993,0.192831,0.261385,0.10206,5.898777,-7.260296,-34.592438,-6.6891184,-0.41686416,1.1682396,0.088161334,0.1446665,0.25873813,-0.1367225,0.009
20240115 08:34:54,-0.012239,1.352114,-0.772316,0.205616,0.285888,0.113779,6.199326,-7.43119,-34.176392,-8.691515,-0.79850936,1.3828037,-0.14967446,0.15629497,0.28346413,-0.15192749,0.009
20240115 08:34:54,0.037254,1.617088,-1.046559,0.161936,0.318914,0.112714,6.189976,-7.334324,-34.450745,-8.141773,-1.0733881,1.6647322,-0.2510408,0.13672173,0.31535086,-0.11428997,0.009
20240115 08:34:54,-0.019015,1.773317,-1.198256,0.079904,0.353005,0.106322,6.021828,-8.389614,-33.981628,-7.3709736,-1.2622613,1.8382043,-0.22737165,0.10293607,0.34753937,-0.03869442,0.009
20240115 08:34:54,-0.030444,1.596708,-0.76014,-0.041545,0.293345,0.071165,6.578747,-7.688885,-33.887863,-6.1981115,-0.8822867,1.6575582,-0.12396784,0.030966833,0.28461543,0.06700866,0.009
20240115 08:34:54,-0.229464,1.803031,-1.268485,-0.200282,0.301868,0.041336,6.436729,-8.075336,-33.998001,-1.1396441,-1.5599065,1.9733372,-0.10009085,-0.061981164,0.28204763,0.20569378,0.009
20240115 08:34:54,-0.380654,1.868973,-0.889022,-0.357954,0.291215,0.033878,6.700653,-8.242542,-34.118439,-0.23250738,-1.28426,1.9737754,0.09636176,-0.12902881,0.25936988,0.35180247,0.009
20240115 08:34:54,-0.591179,1.6693,-0.495134,-0.447443,0.243274,0.015767,6.640083,-8.1576,-33.722672,3.4445918,-1.0349691,1.683563,0.35421312,-0.193281,0.19531533,0.4212468,0.009
