Timestamp,linacce_x,linacce_y,linacce_z,gyro_x,gyro_y,gyro_z,X-magnetometer,Y-magnetometer,Z-magnetometer,Yaw, worldXAccel,worldYAccel,worldZAccel,worldXgyro,worldYgyro,worldZgyro,Distance
20240115 08:28:33,-0.815359,0.243162,-0.088404,-0.059659,0.557563,-0.092993,-1.01754,-2.972267,-11.228302,26.848045,-0.5279435,0.15030506,0.61979675,-0.23545682,0.5516305,-0.11118589,0.0075
20240115 08:28:34,-1.194908,0.190067,0.072568,-0.076705,0.512819,-0.048249,-0.999996,-2.590336,-11.520996,31.130169,-0.6025826,-0.03870976,1.0100365,-0.22202745,0.4856799,-0.08999117,0.0075
20240115 08:28:34,-1.394765,-0.027038,0.108885,-0.099077,0.430787,0.006084,-0.683437,-1.611752,-12.519524,30.0778,-0.64142007,-0.32281962,1.2416443,-0.178898,0.3814016,-0.026987012,0.0075
20240115 08:28:34,-1.45774,-0.312665,0.099909,-0.118254,0.332775,0.052959,-0.754124,-1.046169,-12.959061,29.928162,-0.6153227,-0.60722107,1.3571643,-0.123701274,0.2709798,0.034446485,0.0075
20240115 08:28:34,-1.371754,-0.50533,0.096897,-0.102273,0.252874,0.077462,-0.180695,-1.289249,-12.669548,25.546452,-0.52323294,-0.75336426,1.318521,-0.06563682,0.19754483,0.06476553,0.0075
20240115 08:28:34,-1.147967,-0.521293,0.074798,-0.03196,0.211325,0.078528,-0.056217,-1.284718,-12.266693,22.546026,-0.41547933,-0.7029126,1.1149963,-0.008573212,0.17555815,0.022531783,0.0075
20240115 08:28:34,-0.960055,-0.382473,-0.084375,0.09162,0.209194,0.074266,-0.559353,-1.415333,-12.397141,24.396955,-0.45222583,-0.4874803,0.87111753,0.052995104,0.1940901,-0.08866835,0.0075
20240115 08:28:34,-0.843056,-0.046526,-0.376652,0.234377,0.244351,0.080659,-0.295815,-1.390644,-12.798042,21.492205,-0.6909999,-0.05797574,0.6005154,0.11137792,0.24371602,-0.21550041,0.0075
20240115 08:28:34,-0.641996,0.281963,-0.741503,0.361153,0.285899,0.096639,0.005116,-1.753433,-12.101509,19.057127,-0.9812561,0.39106488,0.27327713,0.15419224,0.2897716,-0.33210152,0.0075
20240115 08:28:34,-0.458002,0.620996,-1.220387,0.436793,0.334906,0.119011,-0.101044,-1.759815,-12.236122,18.013254,-1.418829,0.86803174,-0.019371927,0.1681709,0.33145773,-0.40857416,0.0075
20240115 08:28:34,-0.251013,0.963047,-1.690104,0.462361,0.400957,0.14671,-0.118587,-2.141743,-11.94342,17.006462,-1.87808,1.3326104,-0.28097865,0.16380611,0.38374898,-0.43817157,0.0075
20240115 08:28:34,-0.03274,1.261405,-2.010645,0.426139,0.462747,0.174409,0.248535,-2.668861,-12.843163,12.433499,-2.1822686,1.655628,-0.49408793,0.16759199,0.4364992,-0.39754233,0.0075
20240115 08:28:34,0.123782,1.454049,-2.321647,0.3228,0.500034,0.191455,0.654854,-2.641495,-12.572968,8.191111,-2.4708064,1.8536236,-0.6347903,0.15990081,0.46902347,-0.29169536,0.0075
20240115 08:28:34,0.229521,1.477129,-2.450668,0.159802,0.495773,0.196781,0.66497,-3.122139,-11.737663,7.1423616,-2.5737834,1.8757378,-0.7288737,0.13746136,0.46053347,-0.13108028,0.0075
20240115 08:28:34,0.293405,1.405364,-2.530398,-0.058594,0.448898,0.190389,0.329983,-2.19746,-12.337234,7.5378175,-2.608125,1.7725611,-0.8003299,0.1071233,0.41386998,0.08222762,0.0075
20240115 08:28:34,0.303071,1.250737,-2.500929,-0.311082,0.387108,0.16269,0.390167,-2.090511,-13.013474,6.051824,-2.523752,1.565338,-0.8331598,0.045085654,0.35496262,0.32926664,0.0075
20240115 08:28:34,0.296099,1.076912,-2.281018,-0.555046,0.328513,0.117946,1.009193,-2.242275,-12.193588,3.5569196,-2.2622137,1.3849796,-0.8631452,-0.06767276,0.2903159,0.5619413,0.0075
20240115 08:28:34,0.183288,0.876378,-1.821948,-0.760659,0.290161,0.072136,0.993065,-1.490345,-12.108856,5.682859,-1.793007,1.1703339,-0.7623494,-0.21521544,0.23369727,0.7366245,0.0075
20240115 08:28:34,-0.065328,0.690315,-1.24167,-0.897023,0.277377,0.035914,0.920959,-2.058613,-12.340416,9.524953,-1.2840726,0.9169169,-0.4488027,-0.36423278,0.18985687,0.82561475,0.0075
20240115 08:28:34,-0.310906,0.484413,-0.600748,-0.946029,0.275246,0.02526,0.929161,-1.579819,-12.907478,10.734207,-0.7604733,0.56141174,-0.030810773,-0.46202958,0.16573992,0.8315725,0.0075
20240115 08:28:34,-0.46664,0.19739,-0.056575,-0.904481,0.27205,0.02526,1.308201,-1.645618,-12.899414,8.556004,-0.3212935,0.1515635,0.35903698,-0.48842555,0.1604683,0.7718664,0.0075
20240115 08:28:34,-0.435329,-0.095841,0.322091,-0.797946,0.276311,0.018868,1.425125,-0.602253,-12.698418,6.0529222,0.04197468,-0.19364567,0.54516053,-0.46643433,0.18215257,0.6622827,0.0075
20240115 08:28:34,-0.362244,-0.266828,0.583775,-0.637078,0.291226,0.002888,1.830685,-0.191109,-12.989159,2.2830694,0.3007137,-0.3805021,0.6374502,-0.40407178,0.22383288,0.5168027,0.0075
20240115 08:28:34,-0.28932,-0.380777,0.706763,-0.432531,0.300814,-0.02055,1.364563,-0.517311,-12.30265,4.0471992,0.4484877,-0.49838257,0.6619497,-0.30919892,0.25770092,0.32695597,0.0075
20240115 08:28:34,-0.242723,-0.43024,0.620195,-0.214135,0.30401,-0.045053,1.274143,-1.083729,-12.802452,5.401874,0.42380083,-0.5348593,0.57476914,-0.20141229,0.2849209,0.13392316,0.0075
20240115 08:28:34,-0.222739,-0.372971,0.255797,-0.004261,0.322121,-0.062098,1.734642,-0.678135,-12.288467,2.867899,0.15220626,-0.42723987,0.33421057,-0.10327095,0.325928,-0.037820272,0.0075
20240115 08:28:34,-0.121366,-0.220837,-0.26215,0.181109,0.373258,-0.067425,2.156704,-1.2108,-12.383469,0.8026619,-0.24887408,-0.18554693,-0.017035574,-0.031808164,0.3936248,-0.19381852,0.0075
20240115 08:28:34,-0.038583,0.027582,-0.792506,0.310016,0.43931,-0.072752,2.422424,-0.436035,-12.431396,0.13453521,-0.7266105,0.16295044,-0.29807305,-0.011547513,0.4689719,-0.31231806,0.0075
20240115 08:28:34,0.040123,0.22228,-1.220772,0.36648,0.488316,-0.06849,2.165283,-0.923893,-12.670059,2.7362425,-1.1307981,0.4580083,-0.50700116,-0.016856004,0.5201713,-0.37372202,0.0075
20240115 08:28:34,0.086487,0.397855,-1.471909,0.364349,0.495773,-0.057837,2.493111,-1.001625,-11.991859,0.5988931,-1.3938934,0.6882568,-0.60281587,-0.022716906,0.5233476,-0.36309287,0.0075
20240115 08:28:34,0.162467,0.521163,-1.627782,0.311082,0.461682,-0.046118,2.5182,-1.658531,-12.082703,0.36359802,-1.5498081,0.8426604,-0.69608396,-0.030235972,0.48224425,-0.30966952,0.0075
20240115 08:28:34,0.189534,0.666446,-1.691018,0.214135,0.394565,-0.034399,2.677113,-2.407776,-11.49633,-0.72167027,-1.6328807,1.0091543,-0.73230314,-0.04179128,0.40747893,-0.21190159,0.0075
20240115 08:28:34,0.183401,0.780531,-1.634423,0.099077,0.312533,-0.019484,2.994438,-1.812969,-11.933907,-0.8326805,-1.6108302,1.129435,-0.7084648,-0.053291216,0.3158849,-0.098460235,0.0075
20240115 08:28:34,0.116766,0.923451,-1.542746,-0.009588,0.24009,0.007149,3.081512,-1.420967,-12.628494,0.20911658,-1.5814153,1.2551179,-0.6270253,-0.051030878,0.23066723,0.011133832,0.0075
20240115 08:28:34,0.068665,0.967942,-1.446312,-0.096947,0.213456,0.045502,3.169746,-1.604626,-12.481651,-0.2546025,-1.5067912,1.2726382,-0.5759106,-0.041484606,0.18845148,0.10712066,0.0075
20240115 08:28:34,0.021286,0.982452,-1.103898,-0.156606,0.203868,0.085985,3.214184,-0.937637,-12.792686,-0.9331019,-1.1900452,1.1916828,-0.44125724,-0.02669207,0.16629863,0.17897466,0.0075
20240115 08:28:34,0.008461,0.881859,-0.72377,-0.184305,0.195345,0.124338,2.878544,-1.530594,-12.62336,-1.2936888,-0.8011406,0.9975723,-0.3052503,-0.003638193,0.15248187,0.2214471,0.0075
20240115 08:28:34,0.018331,0.75822,-0.322331,-0.18324,0.176169,0.150971,3.162968,-0.949566,-12.122566,-4.7124662,-0.39661863,0.7994719,-0.13553311,0.018553242,0.13297516,0.23861106,0.0075
20240115 08:28:34,0.046565,0.641507,0.035457,-0.155541,0.120771,0.161625,3.257587,-1.596397,-12.615288,-5.50227,-0.044597033,0.6302904,0.005312873,0.04723333,0.08153038,0.21901469,0.0075
20240115 08:28:34,0.04741,0.599992,0.03839,-0.110796,0.071765,0.165886,3.691189,-1.475853,-12.082954,-8.478726,-0.035755426,0.5889533,0.01828818,0.080253735,0.03625332,0.18042368,0.0075
20240115 08:28:34,0.033899,0.597239,-0.015321,-0.078836,0.044065,0.168017,3.418308,-1.403675,-11.956413,-7.581535,-0.08563929,0.59371114,0.00026943954,0.10201858,0.012298392,0.15106314,0.0075
20240115 08:28:34,0.095198,0.564149,-0.051913,-0.037287,0.002517,0.171213,3.34697,-2.355721,-11.627037,-9.331896,-0.075387195,0.5713666,-0.06499781,0.13138258,-0.02291581,0.11269221,0.0075
20240115 08:28:34,0.245083,0.488421,-0.109093,0.009588,-0.035836,0.169082,3.424316,-1.674957,-12.876442,-10.528856,-0.02876965,0.508161,-0.22546269,0.15677154,-0.0512131,0.065594964,0.0075
20240115 08:28:34,0.419631,0.468072,-0.25326,0.057529,-0.058208,0.155233,2.920799,-1.613682,-13.287369,-9.956796,-0.065383136,0.49608174,-0.45051605,0.16779307,-0.06596738,0.013124891,0.0075
20240115 08:28:34,0.54169,0.447874,-0.385748,0.1076,-0.063535,0.126468,3.223534,-1.034508,-12.518333,-12.974342,-0.1312742,0.47971216,-0.6075694,0.16383344,-0.06714185,-0.04897023,0.0075
20240115 08:28:34,0.637223,0.49497,-0.473068,0.154475,-0.065665,0.095573,3.223534,-1.034508,-12.518333,-14.133505,-0.16672525,0.52086663,-0.7206985,0.15520668,-0.066337876,-0.10602979,0.0075
20240115 08:28:34,0.653721,0.530506,-0.513375,0.190697,-0.075254,0.056155,3.31739,-1.297558,-13.571991,-13.732801,-0.20240551,0.5535004,-0.75011486,0.1338578,-0.0742753,-0.15712664,0.0075
20240115 08:28:34,0.680262,0.56966,-0.541507,0.207743,-0.097626,0.010346,3.221348,-1.784584,-12.871307,-14.7942,-0.21748674,0.5886388,-0.7762085,0.098996535,-0.09567376,-0.19472958,0.0075
20240115 08:28:34,0.70965,0.622904,-0.542445,0.21307,-0.133848,-0.043987,3.451591,-1.581787,-12.614311,-15.928891,-0.21592811,0.643596,-0.7911218,0.051167678,-0.13039844,-0.22669104,0.0075
20240115 08:28:34,0.581644,0.817112,-0.552436,0.218396,-0.149828,-0.088732,3.300224,-1.871372,-12.998825,-11.985301,-0.3177901,0.8662775,-0.6822133,0.017563738,-0.13775305,-0.24748728,0.0075
20240115 08:28:34,0.430626,1.030057,-0.437681,0.223723,-0.155155,-0.115366,3.044888,-1.417267,-13.164978,-8.296313,-0.31403613,1.083151,-0.50963354,0.0020757616,-0.13435726,-0.2601304,0.0075
20240115 08:28:34,0.245762,1.223404,-0.270399,0.237573,-0.161547,-0.117496,3.335701,-1.299404,-13.303757,-7.2051044,-0.2917473,1.2593856,-0.2712568,0.013419561,-0.13206269,-0.27300978,0.0075
20240115 08:28:34,0.110974,1.310325,-0.1356,0.252488,-0.175396,-0.102581,3.369759,-1.861294,-13.400696,-6.393177,-0.2527017,1.3209717,-0.09549451,0.04054316,-0.14298339,-0.28018457,0.0075
20240115 08:28:34,0.031884,1.303259,0.011611,0.259945,-0.199899,-0.08447,3.193684,-1.685867,-13.41391,-5.3439736,-0.15659043,1.2882297,0.02908052,0.06557425,-0.16838919,-0.27875194,0.0075
20240115 08:28:34,0.083994,1.26451,0.12328,0.265272,-0.243579,-0.074882,3.060631,-1.977306,-13.530182,-5.554771,-0.013613552,1.2414765,0.031659234,0.08018618,-0.21533631,-0.2814644,0.0075
20240115 08:28:34,0.102139,1.330961,0.143683,0.265272,-0.302173,-0.067425,3.078178,-1.595379,-13.822876,-5.542236,0.009016223,1.3069271,0.02449599,0.09080529,-0.2755833,-0.28090656,0.0075
20240115 08:28:34,0.15274,1.356594,0.01304,0.25888,-0.343721,-0.065294,2.875591,-1.896893,-13.537262,-6.208014,-0.06835976,1.3533804,-0.07216767,0.08556464,-0.32183868,-0.27785924,0.0075
20240115 08:28:34,0.266611,1.308513,-0.134833,0.250357,-0.357571,-0.085536,2.742153,-1.996441,-13.934006,-5.706408,-0.14606489,1.3257637,-0.24594101,0.057813585,-0.33610657,-0.27772555,0.0075
20240115 08:28:34,0.267224,1.392693,-0.335779,0.231181,-0.338395,-0.108973,2.602322,-1.632824,-13.691193,-4.5942307,-0.35671055,1.4313841,-0.3322033,0.024897128,-0.31394896,-0.26549748,0.0075
20240115 08:28:34,0.232895,1.58551,-0.370539,0.201351,-0.296846,-0.13028,2.522675,-1.162258,-14.124619,-3.0672882,-0.43910474,1.6278096,-0.32412148,-0.0072781295,-0.26902276,-0.24182896,0.0075
20240115 08:28:34,0.190289,1.734057,-0.228531,0.154475,-0.280866,-0.150522,2.849079,-2.373837,-13.238464,-5.676681,-0.33915278,1.7560842,-0.19715548,-0.04561521,-0.25345418,-0.21084344,0.0075
20240115 08:28:34,0.190635,1.803284,-0.243921,0.109731,-0.256363,-0.16011,2.874943,-3.414528,-12.768356,-6.734729,-0.35911006,1.8262683,-0.18818322,-0.07647027,-0.23092857,-0.17285946,0.0075
20240115 08:28:34,0.190691,1.860287,-0.258525,0.043679,-0.198834,-0.16011,2.22979,-3.931602,-13.008965,-2.5894072,-0.39376014,1.8851461,-0.24233165,-0.10607034,-0.17523438,-0.10419294,0.0075
20240115 08:28:34,0.126999,1.731439,-0.247584,-0.04581,-0.095495,-0.163306,2.706291,-2.376518,-13.909561,-1.5571234,-0.44125098,1.7534689,-0.19599018,-0.15121055,-0.07196187,-0.023604952,0.0075
20240115 08:28:34,-0.127812,1.353754,0.028489,-0.147018,0.004648,-0.148391,2.232243,-1.472004,-13.705383,2.634183,-0.27304932,1.3101289,0.09859947,-0.19711223,0.017596414,0.06369949,0.0075
20240115 08:28:34,-0.331772,0.814205,0.759486,-0.243965,0.020628,-0.136672,2.063332,-2.143524,-13.797195,4.0344605,0.31473225,0.63290805,0.65363526,-0.24670982,0.017362317,0.1331913,0.0075
20240115 08:28:34,-0.435964,0.272846,1.452106,-0.302559,-0.043293,-0.132411,2.336601,-2.407589,-13.643265,2.546892,0.8403785,-0.017067507,1.2064472,-0.27739134,-0.05710815,0.16557524,0.0075
20240115 08:28:34,-0.555608,-0.238832,1.954619,-0.292971,-0.143436,-0.131346,2.247986,-2.032043,-14.070572,4.1571207,1.1464154,-0.61567044,1.6894093,-0.26408917,-0.15839759,0.1470143,0.0075
20240115 08:28:34,-0.660476,-0.695191,2.218166,-0.225854,-0.245709,-0.131346,2.265915,-1.842003,-14.082794,3.8568969,1.2628875,-1.1017706,2.0114145,-0.21061495,-0.25180745,0.08959543,0.0075
