positionX,positionY,start,end
11,1,20240312 15:18:52,20240312 15:18:54
11,1,20240312 15:18:55,20240312 15:18:58
11,1,20240312 15:18:59,20240312 15:19:02
11,4,20240312 15:19:03,20240312 15:19:06
11,11,20240312 15:19:07,20240312 15:19:10
6,5,20240312 15:19:15,20240312 15:19:18
6,1,20240312 15:19:19,20240312 15:19:22
