positionX,positionY,start,end
6,1,20240424 16:20:00,20240424 16:20:20
6,2,20240424 16:20:20,20240424 16:20:40
6,3,20240424 16:20:40,20240424 16:21:00
6,4,20240424 16:21:00,20240424 16:21:20
6,5,20240424 16:21:20,20240424 16:21:40
6,6,20240424 16:21:40,20240424 16:22:00
6,7,20240424 16:22:00,20240424 16:22:20
6,8,20240424 16:22:20,20240424 16:22:40
6,9,20240424 16:22:40,20240424 16:23:00
6,10,20240424 16:23:00,20240424 16:23:20
