label,Beacon_1,Beacon_2,Beacon_3,Beacon_4,Beacon_5,Beacon_6,Beacon_7
21.0,0.2972972972972973,0.7142857142857143,0.1395348837209302,0.7659574468085106,0.3148148148148148,0.4186046511627907,0.9782608695652174
22.0,0.5135135135135135,0.3095238095238095,0.3720930232558139,0.6382978723404256,0.2037037037037037,0.3023255813953488,0.9130434782608696
23.0,0.3783783783783784,0.0476190476190476,0.4186046511627907,0.6382978723404256,0.3703703703703703,0.5348837209302325,0.5434782608695652
24.0,0.2432432432432432,0.2857142857142857,0.2558139534883721,0.3191489361702128,0.3888888888888889,0.3372093023255814,0.782608695652174
25.0,0.3243243243243243,0.5714285714285714,0.3023255813953488,0.4680851063829787,0.3888888888888889,0.2790697674418604,0.6956521739130435
26.0,0.2972972972972973,0.2142857142857142,0.3720930232558139,0.2978723404255319,0.5,0.6744186046511628,0.6521739130434783
27.0,0.4054054054054054,0.5,0.4418604651162791,0.4468085106382978,0.3703703703703703,0.5348837209302325,0.5217391304347826
28.0,0.5675675675675675,0.2619047619047619,0.4418604651162791,0.5319148936170213,0.2592592592592592,0.5813953488372093,0.4130434782608695
29.0,0.6216216216216216,0.5714285714285714,0.5813953488372093,0.6382978723404256,0.3148148148148148,0.4651162790697674,0.5
30.0,0.5405405405405406,0.4047619047619047,0.2790697674418604,0.3617021276595745,0.3703703703703703,0.6744186046511628,0.5869565217391305
41.0,0.7837837837837838,0.4047619047619047,0.5813953488372093,0.4042553191489361,0.3888888888888889,0.8372093023255814,0.5434782608695652
41.0,0.7837837837837838,0.4047619047619047,0.5813953488372093,0.4042553191489361,0.3888888888888889,0.8372093023255814,0.5434782608695652
40.0,0.6756756756756757,0.2857142857142857,0.4186046511627907,0.425531914893617,0.3518518518518518,0.9302325581395348,0.2826086956521739
39.0,0.4864864864864865,0.1428571428571428,0.7209302325581395,0.3829787234042553,0.1666666666666666,0.9069767441860463,0.5869565217391305
38.0,0.6486486486486487,0.3809523809523809,0.6976744186046512,0.2553191489361702,0.3888888888888889,0.8837209302325582,0.391304347826087
37.0,0.7567567567567568,0.5238095238095238,0.8372093023255814,0.5957446808510638,0.6481481481481481,0.6046511627906976,0.3478260869565217
36.0,0.7567567567567568,0.5714285714285714,0.9302325581395348,0.6808510638297872,0.6296296296296297,0.5348837209302325,0.4347826086956521
36.0,0.7567567567567568,0.5714285714285714,0.9302325581395348,0.6808510638297872,0.6296296296296297,0.5348837209302325,0.4347826086956521
20.0,0.7567567567567568,0.4047619047619047,0.6046511627906976,0.5106382978723404,0.4629629629629629,0.5813953488372093,0.5217391304347826
19.0,0.5405405405405406,0.5952380952380952,0.5116279069767442,0.3617021276595745,0.6851851851851852,0.3720930232558139,0.2826086956521739
18.0,0.5405405405405406,0.6666666666666666,0.6511627906976745,0.4042553191489361,0.7222222222222222,0.4651162790697674,0.4130434782608695
17.0,0.4594594594594595,0.6190476190476191,0.3488372093023256,0.6382978723404256,0.6666666666666666,0.5581395348837209,0.2608695652173913
16.0,0.6216216216216216,0.6666666666666666,0.5813953488372093,0.723404255319149,0.9444444444444444,0.5348837209302325,0.217391304347826
15.0,0.054054054054054,0.4523809523809524,0.6976744186046512,0.6595744680851063,0.7777777777777778,0.2325581395348837,0.391304347826087
14.0,0.4054054054054054,0.6428571428571429,0.4883720930232558,0.8297872340425532,0.7592592592592593,0.4186046511627907,0.5
13.0,0.2972972972972973,0.6904761904761905,0.4418604651162791,0.5106382978723404,0.6481481481481481,0.2674418604651162,0.3478260869565217
12.0,0.3783783783783784,0.3809523809523809,0.5348837209302325,0.723404255319149,0.6666666666666666,0.3720930232558139,0.3260869565217391
11.0,0.3513513513513513,0.6666666666666666,0.4186046511627907,1.0,0.5740740740740741,0.3488372093023256,0.4347826086956521
