label,Beacon_1,Beacon_2,Beacon_3,Beacon_4,Beacon_5,Beacon_6,Beacon_7
2.0,0.65,0.7288135593220338,0.4727272727272727,0.3888888888888889,0.4,0.3220338983050847,0.4754098360655737
5.0,0.72,0.6440677966101694,0.509090909090909,0.4444444444444444,0.2888888888888888,0.135593220338983,0.5081967213114754
8.0,0.64,0.5932203389830508,0.4545454545454545,0.2962962962962963,0.2888888888888888,0.1525423728813559,0.4918032786885246
31.0,0.78,0.3898305084745763,0.6,0.074074074074074,0.4444444444444444,0.2372881355932203,0.3934426229508196
31.0,0.78,0.3898305084745763,0.6,0.074074074074074,0.4444444444444444,0.2372881355932203,0.3934426229508196
34.0,0.78,0.4576271186440678,0.6,0.3518518518518518,0.3777777777777777,0.3898305084745763,0.4098360655737705
36.0,0.5,0.2203389830508474,0.7636363636363637,0.6481481481481481,0.1555555555555555,0.4915254237288136,0.5508196721311476
39.0,0.54,0.3050847457627119,0.8727272727272727,0.1111111111111111,0.6888888888888889,0.3855932203389831,0.3934426229508196
41.0,0.6,0.3389830508474576,0.5818181818181818,0.1851851851851851,0.8444444444444444,0.3898305084745763,0.2622950819672131
41.0,0.6,0.3389830508474576,0.5818181818181818,0.1851851851851851,0.8444444444444444,0.3898305084745763,0.2622950819672131
38.0,0.62,0.3389830508474576,0.8909090909090909,0.1111111111111111,0.8444444444444444,0.423728813559322,0.4262295081967213
36.0,0.5,0.2203389830508474,0.7636363636363637,0.6481481481481481,0.1555555555555555,0.4915254237288136,0.5508196721311476
33.0,0.82,0.2542372881355932,0.7454545454545455,0.4259259259259259,0.2666666666666666,0.3898305084745763,0.2950819672131147
31.0,0.78,0.3898305084745763,0.6,0.074074074074074,0.4444444444444444,0.2372881355932203,0.3934426229508196
31.0,0.78,0.3898305084745763,0.6,0.074074074074074,0.4444444444444444,0.2372881355932203,0.3934426229508196
34.0,0.78,0.4576271186440678,0.6,0.3518518518518518,0.3777777777777777,0.3898305084745763,0.4098360655737705
36.0,0.5,0.2203389830508474,0.7636363636363637,0.6481481481481481,0.1555555555555555,0.4915254237288136,0.5508196721311476
39.0,0.54,0.3050847457627119,0.8727272727272727,0.1111111111111111,0.6888888888888889,0.3855932203389831,0.3934426229508196
41.0,0.6,0.3389830508474576,0.5818181818181818,0.1851851851851851,0.8444444444444444,0.3898305084745763,0.2622950819672131
41.0,0.6,0.3389830508474576,0.5818181818181818,0.1851851851851851,0.8444444444444444,0.3898305084745763,0.2622950819672131
28.0,0.52,0.2203389830508474,0.5454545454545454,0.3888888888888889,0.7555555555555555,0.5084745762711864,0.360655737704918
25.0,0.48,0.4576271186440678,0.4,0.5,0.6,0.5254237288135594,0.3442622950819672
22.0,0.44,0.3050847457627119,0.4969696969696969,0.3333333333333333,0.7333333333333333,0.711864406779661,0.3114754098360656
