positionX,positionY,start,end
6,1,20240312 15:22:48,20240312 15:22:51
6,1,20240312 15:22:52,20240312 15:22:55
6,5,20240312 15:22:56,20240312 15:22:59
6,11,20240312 15:23:00,20240312 15:23:03
1,11,20240312 15:23:04,20240312 15:23:07
1,5,20240312 15:23:08,20240312 15:23:11
1,1,20240312 15:23:12,20240312 15:23:15
1,1,20240312 15:23:16,20240312 15:23:18
