positionX,positionY,start,end
11,1,20240312 14:24:16,20240312 14:24:18
11,4,20240312 14:24:19,20240312 14:24:22
11,10,20240312 14:24:23,20240312 14:24:26
6,11,20240312 14:24:27,20240312 14:24:30
6,7,20240312 14:24:31,20240312 14:24:34
6,1,20240312 14:24:35,20240312 14:24:38
6,1,20240312 14:24:39,20240312 14:24:42
