Bin Start,Bin End,Count Data 1,Count Data 2
-88.0,-87.4,1.0,2.0
-87.4,-86.8,2.0,0.0
-86.8,-86.2,0.0,0.0
-86.2,-85.6,1.0,0.0
-85.6,-85.0,0.0,0.0
-85.0,-84.4,7.0,0.0
-84.4,-83.8,10.0,0.0
-83.8,-83.2,0.0,0.0
-83.2,-82.6,8.0,0.0
-82.6,-82.0,0.0,0.0
-82.0,-81.4,4.0,3.0
-81.4,-80.8,0.0,8.0
-80.8,-80.2,12.0,0.0
-80.2,-79.6,5.0,1.0
-79.6,-79.0,0.0,0.0
-79.0,-78.4,4.0,1.0
-78.4,-77.8,0.0,6.0
-77.8,-77.2,7.0,0.0
-77.2,-76.6,16.0,23.0
-76.6,-76.0,0.0,0.0
-76.0,-75.4,17.0,1.0
-75.4,-74.8,0.0,0.0
-74.8,-74.2,23.0,0.0
-74.2,-73.6,0.0,2.0
-73.6,-73.0,4.0,0.0
-73.0,-72.4,10.0,6.0
-72.4,-71.8,0.0,13.0
-71.8,-71.2,12.0,0.0
-71.2,-70.6,0.0,1.0
-70.6,-70.0,8.0,0.0
-70.0,-69.4,10.0,0.0
-69.4,-68.8,0.0,2.0
-68.8,-68.2,10.0,0.0
-68.2,-67.6,0.0,15.0
-67.6,-67.0,28.0,0.0
-67.0,-66.4,0.0,23.0
-66.4,-65.8,12.0,7.0
-65.8,-65.2,9.0,0.0
-65.2,-64.6,0.0,7.0
-64.6,-64.0,6.0,0.0
-64.0,-63.400000000000006,0.0,6.0
-63.400000000000006,-62.8,2.0,15.0
-62.8,-62.2,8.0,0.0
-62.2,-61.6,0.0,16.0
-61.6,-61.0,3.0,0.0
-61.0,-60.400000000000006,0.0,19.0
-60.400000000000006,-59.8,0.0,9.0
-59.8,-59.2,0.0,0.0
-59.2,-58.6,0.0,7.0
-58.6,-58.0,2.0,0.0
-58.0,-57.400000000000006,0.0,15.0
-57.400000000000006,-56.8,16.0,13.0
-56.8,-56.2,0.0,0.0
-56.2,-55.6,0.0,0.0
-55.6,-55.0,2.0,0.0
-55.0,-54.4,0.0,3.0
-54.4,-53.800000000000004,1.0,5.0
-53.800000000000004,-53.2,0.0,0.0
-53.2,-52.6,13.0,9.0
-52.6,-52.0,6.0,8.0
