Old Training Data DNN Stationary CDF,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8
old testing data,0.206659619,0.206659619,0.206659619,0.455073996,0.455073996,0.468287526,0.630021142,0.646934461,0.646934461,0.762156448,0.774312896,0.780655391,0.834038055,0.84038055,0.841437632,0.876321353,0.888477801,0.894820296,0.938160677,0.941331924,0.947674419,0.965116279,0.968287526,0.968816068,0.980443975,0.982029598,0.983615222,0.984143763,0.984672304,0.985200846,0.987315011,0.992071882,0.994186047,0.995243129,0.996300211,0.997885835,0.997885835,0.998414376,0.998414376,0.998942918,0.998942918
new testing data,0.165778252,0.165778252,0.165778252,0.407782516,0.407782516,0.420042644,0.563965885,0.578891258,0.578891258,0.680170576,0.697228145,0.701492537,0.754797441,0.762260128,0.767590618,0.808102345,0.835287846,0.852345416,0.883795309,0.888059701,0.897654584,0.912046908,0.922707889,0.924307036,0.938166311,0.941364606,0.942963753,0.947761194,0.953624733,0.955223881,0.961620469,0.973880597,0.977078891,0.980277186,0.98347548,0.986140725,0.986140725,0.990405117,0.990405117,0.99466951,0.99466951
