Old Training Data DNN Free Walk CDF,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8
old testing data,0.217768595,0.217768595,0.217768595,0.459504132,0.459504132,0.469834711,0.630578512,0.647107438,0.647107438,0.769008264,0.779752066,0.786363636,0.838842975,0.844628099,0.845454545,0.876446281,0.888429752,0.895867769,0.937190083,0.939669421,0.946694215,0.963636364,0.968595041,0.969421488,0.980991736,0.982644628,0.984710744,0.985950413,0.986363636,0.98677686,0.988429752,0.992975207,0.994628099,0.995867769,0.996694215,0.997933884,0.997933884,0.998760331,0.998760331,0.999173554,0.999173554
new testing data,0.18344426,0.18344426,0.18344426,0.409733777,0.409733777,0.419301165,0.561980033,0.574875208,0.574875208,0.6921797,0.709650582,0.716306156,0.767470882,0.773294509,0.777454243,0.81281198,0.836938436,0.853577371,0.884775374,0.888935108,0.899334443,0.913061564,0.923876872,0.925540765,0.939267887,0.942595674,0.944675541,0.948835275,0.953826955,0.955490849,0.961314476,0.974625624,0.978369384,0.981281198,0.985440932,0.987520799,0.987520799,0.990848586,0.990848586,0.994592346,0.994592346
