Old Training Data DNN Scripted Walk CDF,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8
old testing data,0.204935622,0.204935622,0.204935622,0.452253219,0.452253219,0.465665236,0.628755365,0.645922747,0.645922747,0.761802575,0.774141631,0.780579399,0.834227468,0.840665236,0.841738197,0.876609442,0.888412017,0.894313305,0.938304721,0.941523605,0.947961373,0.965128755,0.968347639,0.96888412,0.980150215,0.981759657,0.983369099,0.983905579,0.98444206,0.984978541,0.987124464,0.99195279,0.994098712,0.995171674,0.996244635,0.997854077,0.997854077,0.998390558,0.998390558,0.998927039,0.998927039
new testing data,0.163419913,0.163419913,0.163419913,0.404761905,0.404761905,0.417207792,0.563311688,0.578463203,0.578463203,0.67965368,0.696969697,0.701298701,0.755411255,0.762987013,0.768398268,0.80952381,0.836580087,0.853354978,0.88474026,0.889069264,0.898268398,0.912878788,0.923160173,0.92478355,0.938852814,0.942099567,0.943722944,0.948051948,0.954004329,0.955627706,0.962121212,0.974025974,0.977272727,0.980519481,0.983766234,0.986471861,0.986471861,0.990800866,0.990800866,0.99512987,0.99512987
