positionX,positionY,start,end
6,1,20240312 14:48:47,20240312 14:48:50
6,8,20240312 14:48:51,20240312 14:48:54
3,11,20240312 14:48:55,20240312 14:48:58
1,8,20240312 14:48:59,20240312 14:49:02
1,1,20240312 14:49:03,20240312 14:49:06
1,1,20240312 14:49:07,20240312 14:49:10
1,1,20240312 14:49:11,20240312 14:49:12
