positionX,positionY,start,end
6,1,20240312 15:46:27,20240312 15:46:30
6,1,20240312 15:46:31,20240312 15:46:34
6,1,20240312 15:46:35,20240312 15:46:38
6,5,20240312 15:46:39,20240312 15:46:42
6,11,20240312 15:46:43,20240312 15:46:46
1,10,20240312 15:46:47,20240312 15:46:50
1,4,20240312 15:46:51,20240312 15:46:54
1,1,20240312 15:46:55,20240312 15:46:58
1,1,20240312 15:46:59,20240312 15:47:02
