label,Beacon_1,Beacon_2,Beacon_3,Beacon_4,Beacon_5,Beacon_6,Beacon_7
1.0,0.5609756097560976,0.7272727272727273,0.4761904761904761,0.4444444444444444,0.4318181818181818,0.490566037735849,0.18
2.0,0.6341463414634146,0.8863636363636364,0.4761904761904761,0.4444444444444444,0.3409090909090909,0.1698113207547169,0.36
3.0,0.4390243902439024,0.7727272727272727,0.4285714285714285,0.5555555555555556,0.4772727272727273,0.2169811320754717,0.26
4.0,0.4878048780487805,0.6590909090909091,0.2619047619047619,0.4166666666666667,0.1818181818181818,0.1320754716981132,0.12
5.0,0.6097560975609756,0.7954545454545454,0.4285714285714285,0.1666666666666666,0.4772727272727273,0.2075471698113207,0.34
6.0,0.5853658536585366,0.7954545454545454,0.3333333333333333,0.0277777777777777,0.4318181818181818,0.2452830188679245,0.56
7.0,0.4390243902439024,0.5227272727272727,0.6428571428571429,0.3611111111111111,0.4090909090909091,0.3396226415094339,0.48
8.0,0.6097560975609756,0.7272727272727273,0.6666666666666666,0.4444444444444444,0.4090909090909091,0.1886792452830188,0.48
9.0,0.4634146341463415,0.4545454545454545,0.5714285714285714,0.2777777777777778,0.5681818181818182,0.2452830188679245,0.44
10.0,0.8536585365853658,0.5681818181818182,0.7380952380952381,0.4444444444444444,0.6363636363636364,0.3160377358490566,0.32
31.0,0.8292682926829268,0.7272727272727273,0.6428571428571429,0.4722222222222222,0.4545454545454545,0.2830188679245283,0.36
31.0,0.8292682926829268,0.7272727272727273,0.6428571428571429,0.4722222222222222,0.4545454545454545,0.2830188679245283,0.36
32.0,0.7804878048780488,0.5909090909090909,0.7380952380952381,0.4722222222222222,0.6363636363636364,0.320754716981132,0.42
33.0,1.0,0.3636363636363636,0.8809523809523809,0.4722222222222222,0.5454545454545454,0.3584905660377358,0.48
34.0,0.8048780487804879,0.4318181818181818,0.7142857142857143,0.6666666666666666,0.1515151515151516,0.2641509433962264,0.54
35.0,0.6585365853658537,0.2727272727272727,0.9047619047619048,0.6388888888888888,0.3863636363636363,0.3018867924528302,0.66
36.0,0.3902439024390244,0.4318181818181818,0.6428571428571429,0.7222222222222222,0.5,0.3962264150943396,0.64
37.0,0.6341463414634146,0.3181818181818182,0.6428571428571429,0.7777777777777778,0.9318181818181818,0.0754716981132075,0.64
38.0,0.6585365853658537,0.4772727272727273,0.6904761904761905,0.3611111111111111,0.8863636363636364,0.4339622641509434,0.48
39.0,0.5121951219512195,0.5681818181818182,0.7380952380952381,0.5,0.7954545454545454,0.4528301886792453,0.4
40.0,0.6097560975609756,0.4772727272727273,0.5476190476190477,0.3333333333333333,0.7727272727272727,0.4716981132075472,0.42
41.0,0.6097560975609756,0.25,0.5714285714285714,0.5,0.7727272727272727,0.5283018867924528,0.36
41.0,0.6097560975609756,0.25,0.5714285714285714,0.5,0.7727272727272727,0.5283018867924528,0.36
30.0,0.4634146341463415,0.3636363636363636,0.5238095238095238,0.5277777777777778,0.75,0.3584905660377358,0.24
29.0,0.0975609756097561,0.4545454545454545,0.4285714285714285,0.4444444444444444,0.6590909090909091,0.6226415094339622,0.44
28.0,0.5609756097560976,0.7045454545454546,0.4285714285714285,0.3888888888888889,0.6590909090909091,0.6037735849056604,0.36
27.0,0.2439024390243902,0.4318181818181818,0.2857142857142857,0.3888888888888889,0.7272727272727273,0.6037735849056604,0.34
26.0,0.5121951219512195,0.4772727272727273,0.3571428571428571,0.6111111111111112,0.7272727272727273,0.6981132075471698,0.46
25.0,0.4146341463414634,0.6363636363636364,0.2857142857142857,0.6666666666666666,0.3409090909090909,0.7169811320754716,0.44
24.0,0.5609756097560976,0.3181818181818182,0.0952380952380952,0.5277777777777778,0.5909090909090909,0.6981132075471698,0.3
23.0,0.073170731707317,0.0681818181818181,0.238095238095238,0.5555555555555556,0.6363636363636364,0.7735849056603774,0.32
22.0,0.3170731707317073,0.3181818181818182,0.2857142857142857,0.5,0.6136363636363636,0.7735849056603774,0.36
21.0,0.5121951219512195,0.4090909090909091,0.3571428571428571,0.8333333333333334,0.5,0.9056603773584906,0.32
